SapaLogicColor,TechDesignColor,SurfaceTreatmentGroup,OutputText,RGB,DescriptionSE,DescriptionNO,DescriptionDK,DescriptionFI,DescriptionEN,DescriptionPL
RAL7023 - GL30,R7023.340,RS_1,RAL7023_GL30,N|127|128|118,RAL 7023 Betonggrå Glans 30,RAL 7023 Concrete grey Glans 30,RAL 7023 Concrete grey Glans 30,RAL 7023 Concrete grey Kiiltoaste 30,RAL 7023 Concrete grey Gloss 30,RAL 7023 Szary betonowy Polysk 30
RAL7023 - GL80,R7023.840,RS_1,RAL7023_GL80,N|127|128|118,RAL 7023 Betonggrå Glans 80,RAL 7023 Concrete grey Glans 80,RAL 7023 Concrete grey Glans 80,RAL 7023 Concrete grey Kiiltoaste 80,RAL 7023 Concrete grey Gloss 80,RAL 7023 Szary betonowy Polysk 80
RAL7024 - GL10,R7024.149,MT_1,SL324G,N|70|73|79,RAL 7024 Fine Texture (SL324G),RAL 7024 Fine Texture (SL324G),RAL 7024 Fine Texture (SL324G),RAL 7024 Fine Texture (SL324G),RAL 7024 Fine Texture (SL324G),RAL 7024 Fine Texture (SL324G)
RAL7024 - GL30,R7024.340,RS_1,RAL7024_GL30,N|70|73|79,RAL 7024 Grafitgrå Glans 30,RAL 7024 Graphite grey Glans 30,RAL 7024 Graphite grey Glans 30,RAL 7024 Graphite grey Kiiltoaste 30,RAL 7024 Graphite grey Gloss 30,RAL 7024 Szary grafitowy Polysk 30
RAL7024 - GL80,R7024.840,RS_1,RAL7024_GL80,N|70|73|79,RAL 7024 Grafitgrå Glans 80,RAL 7024 Graphite grey Glans 80,RAL 7024 Graphite grey Glans 80,RAL 7024 Graphite grey Kiiltoaste 80,RAL 7024 Graphite grey Gloss 80,RAL 7024 Szary grafitowy Polysk 80
RAL7026 - GL30,R7026.340,RS_1,RAL7026_GL30,N|56|67|69,RAL 7026 Granitgrå Glans 30,RAL 7026 Granite grey Glans 30,RAL 7026 Granite grey Glans 30,RAL 7026 Granite grey Kiiltoaste 30,RAL 7026 Granite grey Gloss 30,RAL 7026 Szary granitowy Polysk 30
RAL7026 - GL80,R7026.840,RS_1,RAL7026_GL80,N|56|67|69,RAL 7026 Granitgrå Glans 80,RAL 7026 Granite grey Glans 80,RAL 7026 Granite grey Glans 80,RAL 7026 Granite grey Kiiltoaste 80,RAL 7026 Granite grey Gloss 80,RAL 7026 Szary granitowy Polysk 80
RAL7030 - GL30,R7030.340,RS_1,RAL7030_GL30,N|145|142|133,RAL 7030 Stengrå Glans 30,RAL 7030 Stone grey Glans 30,RAL 7030 Stone grey Glans 30,RAL 7030 Stone grey Kiiltoaste 30,RAL 7030 Stone grey Gloss 30,RAL 7030 Szary kamienny Polysk 30
RAL7030 - GL80,R7030.840,RS_1,RAL7030_GL80,N|145|142|133,RAL 7030 Stengrå Glans 80,RAL 7030 Stone grey Glans 80,RAL 7030 Stone grey Glans 80,RAL 7030 Stone grey Kiiltoaste 80,RAL 7030 Stone grey Gloss 80,RAL 7030 Szary kamienny Polysk 80
RAL7031 - GL30,R7031.340,RS_1,RAL7031_GL30,N|93|104|109,RAL 7031 Blågrå Glans 30,RAL 7031 Blue grey Glans 30,RAL 7031 Blue grey Glans 30,RAL 7031 Blue grey Kiiltoaste 30,RAL 7031 Blue grey Gloss 30,RAL 7031 Niebiesko szary Polysk 30
RAL7031 - GL80,R7031.840,RS_1,RAL7031_GL80,N|93|104|109,RAL 7031 Blågrå Glans 80,RAL 7031 Blue grey Glans 80,RAL 7031 Blue grey Glans 80,RAL 7031 Blue grey Kiiltoaste 80,RAL 7031 Blue grey Gloss 80,RAL 7031 Niebiesko szary Polysk 80
RAL7032 - GL30,R7032.340,RS_1,RAL7032_GL30,N|180|176|161,RAL 7032 Kiselgrå Glans 30,RAL 7032 Pebble grey Glans 30,RAL 7032 Pebble grey Glans 30,RAL 7032 Pebble grey Kiiltoaste 30,RAL 7032 Pebble grey Gloss 30,RAL 7032 Zwirowo szary Polysk 30
RAL7032 - GL80,R7032.840,RS_1,RAL7032_GL80,N|180|176|161,RAL 7032 Kiselgrå Glans 80,RAL 7032 Pebble grey Glans 80,RAL 7032 Pebble grey Glans 80,RAL 7032 Pebble grey Kiiltoaste 80,RAL 7032 Pebble grey Gloss 80,RAL 7032 Zwirowo szary Polysk 80
RAL7033 - GL30,R7033.340,RS_1,RAL7033_GL30,N|126|130|116,RAL 7033 Cementgrå Glans 30,RAL 7033 Cement grey Glans 30,RAL 7033 Cement grey Glans 30,RAL 7033 Cement grey Kiiltoaste 30,RAL 7033 Cement grey Gloss 30,RAL 7033 Cementowy szary Polysk 30
RAL7033 - GL80,R7033.840,RS_1,RAL7033_GL80,N|126|130|116,RAL 7033 Cementgrå Glans 80,RAL 7033 Cement grey Glans 80,RAL 7033 Cement grey Glans 80,RAL 7033 Cement grey Kiiltoaste 80,RAL 7033 Cement grey Gloss 80,RAL 7033 Cementowy szary Polysk 80
RAL7034 - GL30,R7034.340,RS_1,RAL7034_GL30,N|144|136|111,RAL 7034 Gulgrå Glans 30,RAL 7034 Yellow grey Glans 30,RAL 7034 Yellow grey Glans 30,RAL 7034 Yellow grey Kiiltoaste 30,RAL 7034 Yellow grey Gloss 30,RAL 7034 Szaro-zólty Polysk 30
RAL7034 - GL80,R7034.840,RS_1,RAL7034_GL80,N|144|136|111,RAL 7034 Gulgrå Glans 80,RAL 7034 Yellow grey Glans 80,RAL 7034 Yellow grey Glans 80,RAL 7034 Yellow grey Kiiltoaste 80,RAL 7034 Yellow grey Gloss 80,RAL 7034 Szaro-zólty Polysk 80
RAL7035 - GL30,R7035.340,RS_1,RAL7035_GL30,N|197|199|196,RAL 7035 Ljusgrå Glans 30,RAL 7035 Light grey Glans 30,RAL 7035 Light grey Glans 30,RAL 7035 Light grey Kiiltoaste 30,RAL 7035 Light grey Gloss 30,RAL 7035 Jasnoszary Polysk 30
RAL7035 - GL80,R7035.840,RS_1,RAL7035_GL80,N|197|199|196,RAL 7035 Ljusgrå Glans 80,RAL 7035 Light grey Glans 80,RAL 7035 Light grey Glans 80,RAL 7035 Light grey Kiiltoaste 80,RAL 7035 Light grey Gloss 80,RAL 7035 Jasnoszary Polysk 80
RAL7036 - GL30,R7036.340,RS_1,RAL7036_GL30,N|151|147|146,RAL 7036 Platinagrå Glans 30,RAL 7036 Platinum grey Glans 30,RAL 7036 Platinum grey Glans 30,RAL 7036 Platinum grey Kiiltoaste 30,RAL 7036 Platinum grey Gloss 30,RAL 7036 Platynowoszary Polysk 30
RAL7036 - GL80,R7036.840,RS_1,RAL7036_GL80,N|151|147|146,RAL 7036 Platinagrå Glans 80,RAL 7036 Platinum grey Glans 80,RAL 7036 Platinum grey Glans 80,RAL 7036 Platinum grey Kiiltoaste 80,RAL 7036 Platinum grey Gloss 80,RAL 7036 Platynowoszary Polysk 80
RAL7037 - GL30,R7037.340,RS_1,RAL7037_GL30,N|122|123|122,RAL 7037 Dammgrå Glans 30,RAL 7037 Dusty grey Glans 30,RAL 7037 Dusty grey Glans 30,RAL 7037 Dusty grey Kiiltoaste 30,RAL 7037 Dusty grey Gloss 30,RAL 7037 Zakurzony szary Polysk 30
RAL7037 - GL80,R7037.840,RS_1,RAL7037_GL80,N|122|123|122,RAL 7037 Dammgrå Glans 80,RAL 7037 Dusty grey Glans 80,RAL 7037 Dusty grey Glans 80,RAL 7037 Dusty grey Kiiltoaste 80,RAL 7037 Dusty grey Gloss 80,RAL 7037 Zakurzony szary Polysk 80
RAL7038 - GL30,R7038.340,RS_1,RAL7038_GL30,N|175|177|169,RAL 7038 Askgrå Glans 30,RAL 7038 Agate grey Glans 30,RAL 7038 Agate grey Glans 30,RAL 7038 Agate grey Kiiltoaste 30,RAL 7038 Agate grey Gloss 30,RAL 7038 Szary agat Polysk 30
RAL7038 - GL80,R7038.840,RS_1,RAL7038_GL80,N|175|177|169,RAL 7038 Askgrå Glans 80,RAL 7038 Agate grey Glans 80,RAL 7038 Agate grey Glans 80,RAL 7038 Agate grey Kiiltoaste 80,RAL 7038 Agate grey Gloss 80,RAL 7038 Szary agat Polysk 80
RAL7039 - GL10,R7039.149,MT_1,YL339F,N|106|102|94,RAL 7039 Fine Texture (YL339F),RAL 7039 Fine Texture (YL339F),RAL 7039 Fine Texture (YL339F),RAL 7039 Fine Texture (YL339F),RAL 7039 Fine Texture (YL339F),RAL 7039 Fine Texture (YL339F)
RAL7039 - GL30,R7039.340,RS_1,RAL7039_GL30,N|106|102|94,RAL 7039 Kvartsgrå Glans 30,RAL 7039 Quartz grey Glans 30,RAL 7039 Quartz grey Glans 30,RAL 7039 Quartz grey Kiiltoaste 30,RAL 7039 Quartz grey Gloss 30,RAL 7039 Szary kwarcowy Polysk 30
RAL7039 - GL80,R7039.840,RS_1,RAL7039_GL80,N|106|102|94,RAL 7039 Kvartsgrå Glans 80,RAL 7039 Quartz grey Glans 80,RAL 7039 Quartz grey Glans 80,RAL 7039 Quartz grey Kiiltoaste 80,RAL 7039 Quartz grey Gloss 80,RAL 7039 Szary kwarcowy Polysk 80
RAL7040 - GL30,R7040.340,RS_1,RAL7040_GL30,N|152|158|161,RAL 7040 Fönstergrå Glans 30,RAL 7040 Window grey Glans 30,RAL 7040 Window grey Glans 30,RAL 7040 Window grey Kiiltoaste 30,RAL 7040 Window grey Gloss 30,RAL 7040 Szary okienny Polysk 30
RAL7040 - GL80,R7040.840,RS_1,RAL7040_GL80,N|152|158|161,RAL 7040 Fönstergrå Glans 80,RAL 7040 Window grey Glans 80,RAL 7040 Window grey Glans 80,RAL 7040 Window grey Kiiltoaste 80,RAL 7040 Window grey Gloss 80,RAL 7040 Szary okienny Polysk 80
RAL7042 - GL30,R7042.340,RS_1,RAL7042_GL30,N|142|146|145,RAL 7042 Trafikgrå A Glans 30,RAL 7042 Traffic grey A Glans 30,RAL 7042 Traffic grey A Glans 30,RAL 7042 Traffic grey A Kiiltoaste 30,RAL 7042 Traffic grey A Gloss 30,RAL 7042 Szary drogowy A Polysk 30
RAL7042 - GL80,R7042.840,RS_1,RAL7042_GL80,N|142|146|145,RAL 7042 Trafikgrå A Glans 80,RAL 7042 Traffic grey A Glans 80,RAL 7042 Traffic grey A Glans 80,RAL 7042 Traffic grey A Kiiltoaste 80,RAL 7042 Traffic grey A Gloss 80,RAL 7042 Szary drogowy A Polysk 80
Doesn't exist,R7043.149,MT_1,AE03057704320,N|79|82|80,Axalta RAL 7043 Fine Texture AE03057704320,Axalta RAL 7043 Fine Texture AE03057704320,Axalta RAL 7043 Fine Texture AE03057704320,Axalta RAL 7043 Fine Texture AE03057704320,Axalta RAL 7043 Fine Texture AE03057704320,Axalta RAL 7043 Fine Texture AE03057704320
Doesn't exist,R7043.330,ADUM,GREY,N|79|82|80,RAL 7043 Traffic grey B Glans 30,RAL 7043 Traffic grey B Glans 30,RAL 7043 Traffic grey B Glans 30,RAL 7043 Traffic grey B Kiiltoaste 30,RAL 7043 Traffic grey B Gloss 30,RAL 7043 Traffic grey B Polysk 30
RAL7043 - GL30,R7043.340,RS_1,RAL7043_GL30,N|79|82|80,RAL 7043 Trafikgrå B Glans 30,RAL 7043 Traffic grey B Glans 30,RAL 7043 Traffic grey B Glans 30,RAL 7043 Traffic grey B Kiiltoaste 30,RAL 7043 Traffic grey B Gloss 30,RAL 7043 Szary drogowy B Polysk 30
RAL7043 - GL80,R7043.840,RS_1,RAL7043_GL80,N|79|82|80,RAL 7043 Trafikgrå B Glans 80,RAL 7043 Traffic grey B Glans 80,RAL 7043 Traffic grey B Glans 80,RAL 7043 Traffic grey B Kiiltoaste 80,RAL 7043 Traffic grey B Gloss 80,RAL 7043 Szary drogowy B Polysk 80
RAL7044 - GL30,R7044.340,RS_1,RAL7044_GL30,N|182|179|168,RAL 7044 Sidengrå Glans 30,RAL 7044 Silk grey Glans 30,RAL 7044 Silk grey Glans 30,RAL 7044 Silk grey Kiiltoaste 30,RAL 7044 Silk grey Gloss 30,RAL 7044 Szary drogowy Polysk 30
RAL7044 - GL80,R7044.840,RS_1,RAL7044_GL80,N|182|179|168,RAL 7044 Sidengrå Glans 80,RAL 7044 Silk grey Glans 80,RAL 7044 Silk grey Glans 80,RAL 7044 Silk grey Kiiltoaste 80,RAL 7044 Silk grey Gloss 80,RAL 7044 Szary jedwabisty Polysk 80
RAL7045 - GL30,R7045.340,RS_1,RAL7045_GL30,N|142|146|149,RAL 7045 Telegrå 1 Glans 30,RAL 7045 Telegrey 1 Glans 30,RAL 7045 Telegrey 1 Glans 30,RAL 7045 Telegrey 1 Kiiltoaste 30,RAL 7045 Telegrey 1 Gloss 30,RAL 7045 Telegrey 1 Polysk 30
RAL7045 - GL80,R7045.840,RS_1,RAL7045_GL80,N|142|146|149,RAL 7045 Telegrå 1 Glans 80,RAL 7045 Telegrey 1 Glans 80,RAL 7045 Telegrey 1 Glans 80,RAL 7045 Telegrey 1 Kiiltoaste 80,RAL 7045 Telegrey 1 Gloss 80,RAL 7045 Telegrey 1 Polysk 80
Doesn't exist,R7046.149,MT_1,SL346G,N|127|134|138,RAL 7046 Fine Texture (SL346G),RAL 7046 Fine Texture (SL346G),RAL 7046 Fine Texture (SL346G),RAL 7046 Fine Texture (SL346G),RAL 7046 Fine Texture (SL346G),RAL 7046 Fine Texture (SL346G)
RAL7046 - GL30,R7046.340,RS_1,RAL7046_GL30,N|127|134|138,RAL 7046 Telegrå 2 Glans 30,RAL 7046 Telegrey 2 Glans 30,RAL 7046 Telegrey 2 Glans 30,RAL 7046 Telegrey 2 Kiiltoaste 30,RAL 7046 Telegrey 2 Gloss 30,RAL 7046 Telegrey 2 Polysk 30
RAL7046 - GL80,R7046.840,RS_1,RAL7046_GL80,N|127|134|138,RAL 7046 Telegrå 2 Glans 80,RAL 7046 Telegrey 2 Glans 80,RAL 7046 Telegrey 2 Glans 80,RAL 7046 Telegrey 2 Kiiltoaste 80,RAL 7046 Telegrey 2 Gloss 80,RAL 7046 Telegrey 2 Polysk 80
RAL7047 - GL30,R7047.340,RS_1,RAL7047_GL30,N|200|200|199,RAL 7047 Telegrå 4 Glans 30,RAL 7047 Telegrey 4 Glans 30,RAL 7047 Telegrey 4 Glans 30,RAL 7047 Telegrey 4 Kiiltoaste 30,RAL 7047 Telegrey 4 Gloss 30,RAL 7047 Telegrey 4 Polysk 30
RAL7047 - GL80,R7047.840,RS_1,RAL7047_GL80,N|200|200|199,RAL 7047 Telegrå 4 Glans 80,RAL 7047 Telegrey 4 Glans 80,RAL 7047 Telegrey 4 Glans 80,RAL 7047 Telegrey 4 Kiiltoaste 80,RAL 7047 Telegrey 4 Gloss 80,RAL 7047 Telegrey 4 Polysk 80
RAL7048 - GL30,R7048.34F,MT_1,RAL7048_GL30,N|128|123|115,RAL 7048 Pärlmusgrå Glans 30,RAL 7048 Pearl mouse grey Glans 30,RAL 7048 Pearl mouse grey Glans 30,RAL 7048 Pearl mouse grey Kiiltoaste 30,RAL 7048 Pearl mouse grey Gloss 30,RAL 7048 Perlowy szary mysi Polysk 30
RAL7048 - GL80,R7048.84F,MT_1,RAL7048_GL80,N|128|123|115,RAL 7048 Pärlmusgrå Glans 80,RAL 7048 Pearl mouse grey Glans 80,RAL 7048 Pearl mouse grey Glans 80,RAL 7048 Pearl mouse grey Kiiltoaste 80,RAL 7048 Pearl mouse grey Gloss 80,RAL 7048 Perlowy szary mysi Polysk 80
RAL770-6 - GL30,R7706.340,NC_1,RAL770-6_GL30,N|126|130|115,RAL Effect 770-6 Glans 30,RAL Effect 770-6 Glans 30,RAL Effect 770-6 Glans 30,RAL Effect 770-6 Kiiltoaste 30,RAL Effect 770-6 Gloss 30,RAL Effect 770-6 Polysk 30
RAL780-M - GL80,R780M.840,MT_1,RAL780-M_GL80,N|178|160|116,RAL Effect 780-M Glans 80,RAL Effect 780-M Glans 80,RAL Effect 780-M Glans 80,RAL Effect 780-M Kiiltoaste 80,RAL Effect 780-M Gloss 80,RAL Effect 780-M Polysk 80
RAL790-4 - GL80,R7904.840,NC_1,RAL790-4_GL80,N|48|47|50,RAL Effect 790-4 Glans 80,RAL Effect 790-4 Glans 80,RAL Effect 790-4 Glans 80,RAL Effect 790-4 Kiiltoaste 80,RAL Effect 790-4 Gloss 80,RAL Effect 790-4 Polysk 80
RAL8000 - GL30,R8000.340,RS_1,RAL8000_GL30,N|134|106|62,RAL 8000 Grönbrun Glans 30,RAL 8000 Green brown Glans 30,RAL 8000 Green brown Glans 30,RAL 8000 Green brown Kiiltoaste 30,RAL 8000 Green brown Gloss 30,RAL 8000 Zielony-brazowy Polysk 30
RAL8000 - GL80,R8000.840,RS_1,RAL8000_GL80,N|134|106|62,RAL 8000 Grönbrun Glans 80,RAL 8000 Green brown Glans 80,RAL 8000 Green brown Glans 80,RAL 8000 Green brown Kiiltoaste 80,RAL 8000 Green brown Gloss 80,RAL 8000 Zielony-brazowy Polysk 80
RAL8001 - GL30,R8001.340,RS_1,RAL8001_GL30,N|153|99|43,RAL 8001 Ockrabrun Glans 30,RAL 8001 Ochre brown Glans 30,RAL 8001 Ochre brown Glans 30,RAL 8001 Ochre brown Kiiltoaste 30,RAL 8001 Ochre brown Gloss 30,RAL 8001 Ochra brazowy Polysk 30
RAL8001 - GL80,R8001.840,RS_1,RAL8001_GL80,N|153|99|43,RAL 8001 Ockrabrun Glans 80,RAL 8001 Ochre brown Glans 80,RAL 8001 Ochre brown Glans 80,RAL 8001 Ochre brown Kiiltoaste 80,RAL 8001 Ochre brown Gloss 80,RAL 8001 Ochra brazowy Polysk 80
RAL8002 - GL30,R8002.340,RS_1,RAL8002_GL30,N|119|77|62,RAL 8002 Signalbrun Glans 30,RAL 8002 Signal brown Glans 30,RAL 8002 Signal brown Glans 30,RAL 8002 Signal brown Kiiltoaste 30,RAL 8002 Signal brown Gloss 30,RAL 8002 Brazowy sygnalowy Polysk 30
RAL8002 - GL80,R8002.840,RS_1,RAL8002_GL80,N|119|77|62,RAL 8002 Signalbrun Glans 80,RAL 8002 Signal brown Glans 80,RAL 8002 Signal brown Glans 80,RAL 8002 Signal brown Kiiltoaste 80,RAL 8002 Signal brown Gloss 80,RAL 8002 Brazowy sygnalowy Polysk 80
RAL8003 - GL30,R8003.340,RS_1,RAL8003_GL30,N|124|75|39,RAL 8003 Lerbrun Glans 30,RAL 8003 Clay brown Glans 30,RAL 8003 Clay brown Glans 30,RAL 8003 Clay brown Kiiltoaste 30,RAL 8003 Clay brown Gloss 30,RAL 8003 Braz miodowy Polysk 30
RAL8003 - GL80,R8003.840,RS_1,RAL8003_GL80,N|124|75|39,RAL 8003 Lerbrun Glans 80,RAL 8003 Clay brown Glans 80,RAL 8003 Clay brown Glans 80,RAL 8003 Clay brown Kiiltoaste 80,RAL 8003 Clay brown Gloss 80,RAL 8003 Braz miodowy Polysk 80
RAL8004 - GL30,R8004.340,RS_1,RAL8004_GL30,N|138|73|49,RAL 8004 Kopparbrun Glans 30,RAL 8004 Copper brown Glans 30,RAL 8004 Copper brown Glans 30,RAL 8004 Copper brown Kiiltoaste 30,RAL 8004 Copper brown Gloss 30,RAL 8004 Braz miedziany Polysk 30
RAL8004 - GL80,R8004.840,RS_1,RAL8004_GL80,N|138|73|49,RAL 8004 Kopparbrun Glans 80,RAL 8004 Copper brown Glans 80,RAL 8004 Copper brown Glans 80,RAL 8004 Copper brown Kiiltoaste 80,RAL 8004 Copper brown Gloss 80,RAL 8004 Braz miedziany Polysk 80
RAL8007 - GL30,R8007.340,RS_1,RAL8007_GL30,N|109|70|43,RAL 8007 Rådjursbrun Glans 30,RAL 8007 Fawn brown Glans 30,RAL 8007 Fawn brown Glans 30,RAL 8007 Fawn brown Kiiltoaste 30,RAL 8007 Fawn brown Gloss 30,RAL 8007 Braz sarni Polysk 30
RAL8007 - GL80,R8007.840,RS_1,RAL8007_GL80,N|109|70|43,RAL 8007 Rådjursbrun Glans 80,RAL 8007 Fawn brown Glans 80,RAL 8007 Fawn brown Glans 80,RAL 8007 Fawn brown Kiiltoaste 80,RAL 8007 Fawn brown Gloss 80,RAL 8007 Braz sarni Polysk 80
RAL8008 - GL30,R8008.340,RS_1,RAL8008_GL30,N|111|74|37,RAL 8008 Olivbrun Glans 30,RAL 8008 Olive brown Glans 30,RAL 8008 Olive brown Glans 30,RAL 8008 Olive brown Kiiltoaste 30,RAL 8008 Olive brown Gloss 30,RAL 8008 Braz oliwkowy Polysk 30
RAL8008 - GL80,R8008.840,RS_1,RAL8008_GL80,N|111|74|37,RAL 8008 Olivbrun Glans 80,RAL 8008 Olive brown Glans 80,RAL 8008 Olive brown Glans 80,RAL 8008 Olive brown Kiiltoaste 80,RAL 8008 Olive brown Gloss 80,RAL 8008 Braz oliwkowy Polysk 80
RAL8011 - GL30,R8011.340,RS_1,RAL8011_GL30,N|88|56|39,RAL 8011 Nötbrun Glans 30,RAL 8011 Nut brown Glans 30,RAL 8011 Nut brown Glans 30,RAL 8011 Nut brown Kiiltoaste 30,RAL 8011 Nut brown Gloss 30,RAL 8011 Braz orzechowy Polysk 30
RAL8011 - GL80,R8011.840,RS_1,RAL8011_GL80,N|88|56|39,RAL 8011 Nötbrun Glans 80,RAL 8011 Nut brown Glans 80,RAL 8011 Nut brown Glans 80,RAL 8011 Nut brown Kiiltoaste 80,RAL 8011 Nut brown Gloss 80,RAL 8011 Braz orzechowy Polysk 80
RAL8012 - GL30,R8012.340,RS_1,RAL8012_GL30,N|100|51|43,RAL 8012 Rörbrun Glans 30,RAL 8012 Red brown Glans 30,RAL 8012 Red brown Glans 30,RAL 8012 Red brown Kiiltoaste 30,RAL 8012 Red brown Gloss 30,RAL 8012 Kasztanowy Polysk 30
RAL8012 - GL80,R8012.840,RS_1,RAL8012_GL80,N|100|51|43,RAL 8012 Rörbrun Glans 80,RAL 8012 Red brown Glans 80,RAL 8012 Red brown Glans 80,RAL 8012 Red brown Kiiltoaste 80,RAL 8012 Red brown Gloss 80,RAL 8012 Kasztanowy Polysk 80
RAL8014 - GL10,R8014.149,MT_1,YM314F,N|72|53|38,RAL 8014 Fine Texture (YM314F),RAL 8014 Fine Texture (YM314F),RAL 8014 Fine Texture (YM314F),RAL 8014 Fine Texture (YM314F),RAL 8014 Fine Texture (YM314F),RAL 8014 Fine Texture (YM314F)
RAL8014 - GL30,R8014.340,RS_1,RAL8014_GL30,N|72|53|38,RAL 8014 Sepiabrun Glans 30,RAL 8014 Sepia brown Glans 30,RAL 8014 Sepia brown Glans 30,RAL 8014 Sepia brown Kiiltoaste 30,RAL 8014 Sepia brown Gloss 30,RAL 8014 Braz irchowy Polysk 30
RAL8014 - GL80,R8014.840,RS_1,RAL8014_GL80,N|72|53|38,RAL 8014 Sepiabrun Glans 80,RAL 8014 Sepia brown Glans 80,RAL 8014 Sepia brown Glans 80,RAL 8014 Sepia brown Kiiltoaste 80,RAL 8014 Sepia brown Gloss 80,RAL 8014 Braz irchowy Polysk 80
RAL8015 - GL30,R8015.340,RS_1,RAL8015_GL30,N|93|47|39,RAL 8015 Kastanjebrun Glans 30,RAL 8015 Chestnut brown Glans 30,RAL 8015 Chestnut brown Glans 30,RAL 8015 Chestnut brown Kiiltoaste 30,RAL 8015 Chestnut brown Gloss 30,RAL 8015 Braz kasztanowy Polysk 30
RAL8015 - GL80,R8015.840,RS_1,RAL8015_GL80,N|93|47|39,RAL 8015 Kastanjebrun Glans 80,RAL 8015 Chestnut brown Glans 80,RAL 8015 Chestnut brown Glans 80,RAL 8015 Chestnut brown Kiiltoaste 80,RAL 8015 Chestnut brown Gloss 80,RAL 8015 Braz kasztanowy Polysk 80
RAL8016 - GL10,R8016.149,MT_1,SM316G,N|75|43|32,RAL 8016 Fine Texture (SM316G),RAL 8016 Fine Texture (SM316G),RAL 8016 Fine Texture (SM316G),RAL 8016 Fine Texture (SM316G),RAL 8016 Fine Texture (SM316G),RAL 8016 Fine Texture (SM316G)
RAL8016 - GL30,R8016.340,RS_1,RAL8016_GL30,N|75|43|32,RAL 8016 Mahognybrun Glans 30,RAL 8016 Mahogany brown Glans 30,RAL 8016 Mahogany brown Glans 30,RAL 8016 Mahogany brown Kiiltoaste 30,RAL 8016 Mahogany brown Gloss 30,RAL 8016 Braz mahoniowy Polysk 30
RAL8016 - GL80,R8016.840,RS_1,RAL8016_GL80,N|75|43|32,RAL 8016 Mahognybrun Glans 80,RAL 8016 Mahogany brown Glans 80,RAL 8016 Mahogany brown Glans 80,RAL 8016 Mahogany brown Kiiltoaste 80,RAL 8016 Mahogany brown Gloss 80,RAL 8016 Braz mahoniowy Polysk 80
Doesn't exist,R8017.149,MT_1,SM317G,N|67|47|41,RAL 8017 Fine Texture (SM317G),RAL 8017 Fine Texture (SM317G),RAL 8017 Fine Texture (SM317G),RAL 8017 Fine Texture (SM317G),RAL 8017 Fine Texture (SM317G),RAL 8017 Fine Texture (SM317G)
RAL8017 - GL30,R8017.340,RS_1,RAL8017_GL30,N|67|47|41,RAL 8017 Chokladbrun Glans 30,RAL 8017 Chocolate brown Glans 30,RAL 8017 Chocolate brown Glans 30,RAL 8017 Chocolate brown Kiiltoaste 30,RAL 8017 Chocolate brown Gloss 30,RAL 8017 Braz czekoladowy Polysk 30
RAL8017 - GL80,R8017.840,RS_1,RAL8017_GL80,N|67|47|41,RAL 8017 Chokladbrun Glans 80,RAL 8017 Chocolate brown Glans 80,RAL 8017 Chocolate brown Glans 80,RAL 8017 Chocolate brown Kiiltoaste 80,RAL 8017 Chocolate brown Gloss 80,RAL 8017 Braz czekoladowy Polysk 80
RAL8019 - GL10,R8019.149,MT_1,RAL8019_GL10,N|61|54|53,RAL 8019 Fine Texture,RAL 8019 Fine Texture,RAL 8019 Fine Texture,RAL 8019 Fine Texture,RAL 8019 Fine Texture,RAL 8019 Fine Texture
RAL8019 - GL30,R8019.340,RS_1,RAL8019_GL30,N|61|54|53,RAL 8019 Gråbrun Glans 30,RAL 8019 Grey brown Glans 30,RAL 8019 Grey brown Glans 30,RAL 8019 Grey brown Kiiltoaste 30,RAL 8019 Grey brown Gloss 30,RAL 8019 Szaro-brazowy Polysk 30
RAL8019 - GL80,R8019.840,RS_1,RAL8019_GL80,N|61|54|53,RAL 8019 Gråbrun Glans 80,RAL 8019 Grey brown Glans 80,RAL 8019 Grey brown Glans 80,RAL 8019 Grey brown Kiiltoaste 80,RAL 8019 Grey brown Gloss 80,RAL 8019 Szaro-brazowy Polysk 80
RAL8022 - GL10,R8022.149,MT_1,RAL8022_GL10,N|26|23|25,RAL 8022 Fine Texture ,RAL 8022 Fine Texture ,RAL 8022 Fine Texture ,RAL 8022 Fine Texture ,RAL 8022 Fine Texture ,RAL 8022 Fine Texture 
RAL8022 - GL30,R8022.340,RS_1,RAL8022_GL30,N|26|23|25,RAL 8022 Svartbrun Glans 30,RAL 8022 Black brown Glans 30,RAL 8022 Black brown Glans 30,RAL 8022 Black brown Kiiltoaste 30,RAL 8022 Black brown Gloss 30,RAL 8022 Czarno-brazowy  Polysk 30
BROWN,R8022.830,ADUM,BROWN,N|26|23|25,RAL 8022 Svartbrun Glans 80,RAL 8022 Black brown Glans 80,RAL 8022 Black brown Glans 80,RAL 8022 Black brown Kiiltoaste 80,RAL 8022 Black brown Gloss 80,RAL 8022 Czarno-brazowy  Polysk 80
RAL8022 - GL80,R8022.840,RS_1,RAL8022_GL80,N|26|23|25,RAL 8022 Svartbrun Glans 80,RAL 8022 Black brown Glans 80,RAL 8022 Black brown Glans 80,RAL 8022 Black brown Kiiltoaste 80,RAL 8022 Black brown Gloss 80,RAL 8022 Czarno-brazowy  Polysk 80
